98.840738,98.813564,98.860596,99.415888,98.884901
98.860596,99.415888,98.884901,98.770484,99.669542
98.884901,98.770484,99.669542,98.977468,99.475038
98.977468,99.475038,99.56102,99.270179,98.82712
99.56102,99.270179,98.82712,99.921471,98.585941
98.82712,99.921471,98.585941,99.828993,99.553638
98.585941,99.828993,99.553638,98.994037,98.657537
99.553638,98.994037,98.657537,99.96071,98.644435
98.657537,99.96071,98.644435,99.914498,99.90764
99.914498,99.90764,99.91917,99.905329,99.939948
99.91917,99.905329,99.939948,99.912122,99.845067
99.939948,99.912122,99.845067,99.912135,99.789714
99.845067,99.912135,99.789714,99.708672,99.937627
99.789714,99.708672,99.937627,99.988451,99.953785
99.937627,99.988451,99.953785,99.944533,99.963028
99.953785,99.944533,99.963028,99.963032,99.95379
99.963028,99.963032,99.95379,99.972282,99.942214
99.972282,99.942214,99.852041,99.87749,99.930675
99.852041,99.87749,99.930675,99.942241,99.939946
99.930675,99.942241,99.939946,99.972272,99.958389
99.939946,99.972272,99.958389,99.949153,99.933022
99.958389,99.949153,99.933022,99.946888,99.944568
99.933022,99.946888,99.944568,99.921435,99.942212
99.921435,99.942212,99.597592,99.604527,99.768911
99.597592,99.604527,99.768911,99.738875,99.759481
99.768911,99.738875,99.759481,99.76875,99.734135
99.759481,99.76875,99.734135,99.715634,99.750406
99.734135,99.715634,99.750406,99.761965,99.960723
99.750406,99.761965,99.960723,99.930696,99.9769
99.960723,99.930696,99.9769,99.972268,99.953785
99.972268,99.953785,99.956096,99.944569,99.969936
99.956096,99.944569,99.969936,99.96765,99.935324
99.969936,99.96765,99.935324,99.930696,99.926082
99.935324,99.930696,99.926082,99.946873,99.942224
99.926082,99.946873,99.942224,99.935322,99.960712
99.942224,99.935322,99.960712,99.951479,99.928412
99.951479,99.928412,99.946852,99.944543,99.976894
99.946852,99.944543,99.976894,99.944575,99.960716
99.976894,99.944575,99.960716,99.935303,99.942239
99.960716,99.935303,99.942239,99.944543,99.960742
99.942239,99.944543,99.960742,99.969971,99.969956
99.969971,99.969956,99.926078,99.928379,99.935326
99.926078,99.928379,99.935326,99.935306,99.942234
99.935326,99.935306,99.942234,99.979207,99.919143
99.942234,99.979207,99.919143,99.905308,99.923767
99.919143,99.905308,99.923767,99.898277,99.787372
99.923767,99.898277,99.787372,99.796597,99.905243
99.796597,99.905243,99.956084,99.926041,99.942264
99.956084,99.926041,99.942264,99.967652,99.921483
99.942264,99.967652,99.921483,99.923809,99.963023
99.921483,99.923809,99.963023,99.963015,99.953771
99.963023,99.963015,99.953771,99.95376,99.956078
99.953771,99.95376,99.956078,99.95841,99.960729
99.95841,99.960729,99.951472,99.944558,99.926101
99.951472,99.944558,99.926101,99.909913,99.946852
99.926101,99.909913,99.946852,99.963048,99.949201
99.946852,99.963048,99.949201,99.965362,99.944564
99.949201,99.965362,99.944564,99.937612,99.953794
99.944564,99.937612,99.953794,99.972267,99.946888
99.972267,99.946888,99.967666,99.958424,99.939888
99.967666,99.958424,99.939888,99.939925,99.944546
99.939888,99.939925,99.944546,99.933001,99.946844
99.944546,99.933001,99.946844,99.963013,99.969975
99.946844,99.963013,99.969975,99.92837,99.942211
99.969975,99.92837,99.942211,99.965328,99.946892
99.965328,99.946892,99.963026,99.946875,99.939926
99.963026,99.946875,99.939926,99.799067,99.635179
99.939926,99.799067,99.635179,99.70406,99.623076
99.635179,99.70406,99.623076,99.875033,99.773187
99.875033,99.773187,99.937579,99.946873,99.849853
99.937579,99.946873,99.849853,99.907565,99.926049
99.849853,99.907565,99.926049,99.879886,99.801367
99.926049,99.879886,99.801367,99.925993,99.817363
99.801367,99.925993,99.817363,99.759615,99.798994
99.817363,99.759615,99.798994,99.785067,99.750329
99.785067,99.750329,99.78738,99.889108,99.688264
99.78738,99.889108,99.688264,99.902997,99.615961
99.688264,99.902997,99.615961,98.88913,99.932992
99.615961,98.88913,99.932992,99.845175,99.637436
99.932992,99.845175,99.637436,99.879903,99.627689
99.637436,99.879903,99.627689,99.039747,99.816829
99.039747,99.816829,99.356851,99.49983,99.8653
99.356851,99.49983,99.8653,99.548538,99.207825
99.8653,99.548538,99.207825,99.944558,99.799083
99.207825,99.944558,99.799083,99.639234,99.868192
99.799083,99.639234,99.868192,98.814932,98.847334
99.868192,98.814932,98.847334,98.956632,99.260133
98.847334,98.956632,99.260133,98.802572,99.870534
99.260133,98.802572,99.870534,98.484696,98.849942
98.484696,98.849942,98.995881,99.394948,99.35335
98.995881,99.394948,99.35335,99.95842,99.61406
99.35335,99.95842,99.61406,99.455969,99.666263
99.61406,99.455969,99.666263,99.574764,99.245752
99.666263,99.574764,99.245752,99.142797,99.757084
99.245752,99.142797,99.757084,98.840832,99.840497
98.840832,99.840497,99.935295,99.930698,99.935276
99.935295,99.930698,99.935276,99.963001,99.939919
99.935276,99.963001,99.939919,99.928379,99.953763
99.939919,99.928379,99.953763,99.981508,99.939932
99.953763,99.981508,99.939932,99.983829,99.933019
99.939932,99.983829,99.933019,99.916848,99.965339
99.916848,99.965339,99.886695,99.812773,99.778186
99.886695,99.812773,99.778186,99.771265,99.801178
99.778186,99.771265,99.801178,99.80815,99.805789
99.801178,99.80815,99.805789,99.803591,99.879791
99.805789,99.803591,99.879791,99.942234,99.951501
99.879791,99.942234,99.951501,99.926088,99.898381
99.951501,99.926088,99.898381,99.930704,99.926057
99.930704,99.926057,99.951468,99.953781,99.95146
99.951468,99.953781,99.95146,99.9607,99.937621
99.95146,99.9607,99.937621,99.944587,99.967635
99.937621,99.944587,99.967635,99.930677,99.956092
99.967635,99.930677,99.956092,99.958416,99.949165
99.956092,99.958416,99.949165,99.939905,99.939909
99.949165,99.939905,99.939909,99.907634,99.930679
99.939909,99.907634,99.930679,99.949168,99.965328
99.949168,99.965328,99.921448,99.91455,99.974599
99.921448,99.91455,99.974599,99.949209,99.921462
99.974599,99.949209,99.921462,99.93071,99.928399
99.921462,99.93071,99.928399,99.963021,99.519341
99.928399,99.963021,99.519341,99.93533,99.528604
